Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
6500000,650,Ambarnath,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
5200000,700,Ambarnath,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
4200000,646,Ambarnath,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
5500000,560,Ambarnath,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0
5500000,670,Ambarnath,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1
6000000,740,Ambarnath,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
5500000,636,Ambarnath,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
4200000,680,Ambarnath,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
16500000,1635,Ambarnath,3,0,1,1,1,1,1,1,0,1,1,0,0,0,1
11399999,1550,Ambarnath,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0
13500000,1500,Ambarnath,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1
22500000,1850,Ambarnath,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1
40000000,2100,Ambarnath,4,0,1,1,1,1,1,1,1,1,0,0,0,0,1
5700000,610,Ambarnath,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
4800000,655,Ambarnath,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
4500000,660,Ambarnath,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
4300000,650,Ambarnath,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
4500000,680,Ambarnath,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1
5300000,670,Ambarnath,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
4803000,655,Ambarnath,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
13000000,1800,Ambarnath,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1
15500000,1645,Ambarnath,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1
13000000,1395,Ambarnath,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1
8500000,1150,Ambarnath,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1
9400000,1200,Ambarnath,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1
4500000,615,Ambarnath,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5300000,670,Ambarnath,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
6000000,765,Ambarnath,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
5600000,650,Ambivali,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
17500000,1760,Ambivali,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1
8400000,965,Ambivali,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
7430000,965,Ambivali,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
21400000,1560,Ambivali,3,1,1,1,0,0,1,0,1,0,0,0,0,1,0
25700000,1505,Ambivali,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1
2100000,450,Ambivali,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1
3300000,670,Ambivali,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
62000000,1450,Ambivali,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2500000,540,Ambivali,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19000000,1267,Ambivali,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
14900000,1245,Ambivali,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0
14000000,1183,Ambivali,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
2200000,670,Ambivali,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3500000,1000,Ambivali,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
3500000,400,Ambivali,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
3500000,500,Ambivali,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2005000,595,Ambivali,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2011000,597,Ambivali,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2014999,598,Ambivali,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2021000,600,Ambivali,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2100000,625,Ambivali,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2116000,630,Ambivali,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
13000000,650,Ambivali,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
13000000,900,Ambivali,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
37000000,2300,Ambivali,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
19900000,1100,Ambivali,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
32100000,1400,Ambivali,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
15000000,1016,Ambivali,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
12700000,585,Ambivali,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
31000000,1550,Ambivali,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
32100000,1550,Ambivali,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
18200000,1050,Ambivali,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
11000000,585,Ambivali,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
24500000,1120,Ambivali,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
12200000,632,Ambivali,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
17500000,1050,Ambivali,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
20500000,1060,Ambivali,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
39600000,1485,Ambivali,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
19000000,1150,Ambivali,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
12000000,675,Ambivali,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
10700000,675,Ambivali,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
32599999,1600,Ambivali,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
18900000,1091,Ambivali,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
9500000,585,Ambivali,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
9200000,620,Ambivali,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
15000000,1685,Andheri,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1
13000000,1800,Andheri,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1
16600000,1650,Andheri,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1
13000000,1395,Andheri,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1
9400000,1200,Andheri,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
5700000,650,Andheri,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
5500000,560,Andheri,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0
6000000,765,Andheri,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
5600000,650,Andheri,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
4900000,655,Andheri,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
13500000,1390,Andheri,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1
22000000,1590,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
17500000,1760,Andheri,3,0,1,1,1,1,1,1,1,0,0,0,1,1,1
17800000,1716,Andheri,3,0,1,1,1,1,1,0,1,1,1,1,0,1,1
14000000,1680,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
7200000,1050,Andheri,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
7000000,1100,Andheri,2,0,0,1,1,1,1,0,0,1,1,0,0,1,0
15000000,1635,Andheri,3,0,1,1,1,1,1,1,0,1,1,0,1,0,1
10000000,1078,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
17500000,1760,Andheri,3,0,1,1,1,1,1,1,1,0,1,0,0,1,1
11000000,1415,Andheri,3,0,1,1,1,1,1,0,1,1,1,1,0,1,1
13000000,1800,Andheri,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1
12500000,1147,Andheri,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
13000000,1197,Andheri,2,0,1,1,1,1,1,1,0,1,1,0,0,0,1
15000000,1300,Andheri,3,0,0,1,1,1,1,1,1,1,0,0,0,0,1
7500000,1050,Andheri,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0
9500000,1240,Andheri,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1
5500000,650,Andheri,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0
5000000,600,Andheri,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0
5000000,550,Andheri,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5500000,550,Andheri,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
4200000,650,Andheri,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
4200000,646,Andheri,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0
6000000,740,Andheri,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5000000,570,Andheri,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5500000,670,Andheri,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1
4300000,640,Andheri,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1
15500000,1700,Andheri,3,0,1,1,1,1,1,1,1,1,0,0,1,1,1
11399999,1550,Andheri,3,0,0,1,1,1,1,0,0,1,1,0,0,0,0
12000000,1530,Andheri,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1
16000000,1750,Andheri,3,0,0,1,1,1,1,0,0,1,0,0,1,0,0
22000000,1590,Andheri,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1
11000000,1415,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16600000,1650,Andheri,3,0,1,1,1,1,1,0,1,1,0,0,1,1,1
14000000,1687,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
8500000,1150,Andheri,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1
6000000,555,Andheri,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
4900000,600,Andheri,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
4200000,646,Andheri,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
4500000,650,Andheri,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
4300000,640,Andheri,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1
5500000,650,Andheri,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0
13500000,1400,Andheri,3,0,1,1,1,1,1,1,1,1,0,0,1,1,1
15000000,1780,Andheri,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1
14000000,1687,Andheri,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1
6900000,1100,Andheri,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0
8300000,1050,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
9000000,1160,Andheri,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1
5100000,700,Andheri,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0
5200000,625,Andheri,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
5500000,670,Andheri,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
5500000,550,Andheri,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
5400000,650,Andheri,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
5300000,660,Andheri,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
5500000,550,Andheri,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
5000000,570,Andheri,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
14000000,1550,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
17100000,1760,Andheri,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1
11800000,1475,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6000000,759,Andheri,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
4850000,600,Andheri,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
4500000,550,Andheri,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
4100000,620,Andheri,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1
5000000,550,Andheri,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
5500000,745,Andheri,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0
4500000,580,Andheri,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5300000,670,Andheri,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
19000000,1845,Andheri,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1
13500000,1400,Andheri,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1
13600000,1680,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
15500000,1645,Andheri,3,0,1,1,1,1,1,0,1,1,0,0,1,1,1
16500000,1585,Andheri,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1
8600000,1350,Andheri,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0
10000000,1075,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
10500000,1155,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4700000,625,Andheri,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
6200000,720,Andheri,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
4500000,550,Andheri,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
6900000,735,Andheri,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
4500000,580,Andheri,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
10000000,1505,Andheri,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
13000000,1630,Andheri,3,0,0,1,1,1,1,0,0,1,1,0,0,0,0
11000000,1550,Andheri,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0
13000000,1455,Andheri,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0
10500000,1098,Andheri,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1
13000000,1210,Andheri,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0
9500000,1000,Andheri,2,0,1,1,1,1,1,0,1,1,0,0,0,1,1
4500000,550,Andheri,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
13000000,1630,Andheri,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0
13600000,1680,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16200000,1650,Andheri,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1
15000000,1440,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
13200000,1370,Andheri,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1
7500000,1022,Andheri,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
9500000,1000,Andheri,2,0,1,1,1,1,1,0,1,0,0,0,0,1,1
15000000,1760,Andheri,3,0,1,1,1,0,1,1,1,0,0,0,0,1,1
7500000,1100,Andheri,2,0,0,1,1,1,1,0,0,1,0,0,0,1,1
13000000,1550,Andheri,3,0,1,1,1,1,1,1,1,1,0,0,0,0,1
16200000,1675,Andheri,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1
11000000,1060,Andheri,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11600000,1150,Andheri,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1
5600000,670,Andheri,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
8000000,900,Andheri,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
9500000,1088,Andheri,2,0,1,1,1,1,1,1,0,1,1,0,0,1,0
2018000,375,Andheri,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65000000,1200,Andheri,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45000000,1717,Andheri,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0
16500000,750,Andheri,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2375000,525,Andheri,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1
19500000,1200,Andheri,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,420,Andheri,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2500000,540,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250000,415,Andheri,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2700000,650,Andheri,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22000000,1100,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
17000000,1105,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
43500000,2600,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4760000,700,Andheri,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
18100000,1296,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
23800000,1638,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
21200000,1465,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
8600000,700,Andheri,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
36500000,2030,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
23700000,1450,Andheri,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
21400000,1100,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
12500000,800,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
18000000,1500,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
13200000,1100,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
35300000,1962,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
15300000,950,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
25000000,1440,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
13899999,1200,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
33500000,1785,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
14500000,775,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
9000000,765,Andheri,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
13500000,910,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
9000000,640,Andheri,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
21600000,1264,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
13700000,1056,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
27799999,1810,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
27900000,1656,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
81600000,3888,Andheri,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1
38600000,2030,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
17000000,1114,Andheri,3,1,1,1,1,0,0,1,1,1,1,0,0,1,1
60100000,3585,Andheri,4,1,1,1,1,1,1,0,1,1,1,1,0,1,1
27900000,1404,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
31500000,1620,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
37500000,2780,Andheri,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1
31000000,1672,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
21100000,1200,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16500000,1200,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
16000000,1250,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
26000000,1840,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
15200000,1170,Andheri,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
2300000,310,Andheri,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
33000000,1245,Andheri,3,0,1,1,1,0,1,1,1,1,1,0,1,1,1
29000000,1153,Andheri,3,0,1,1,1,0,1,1,1,1,1,0,1,1,1
11200000,573,Andheri,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1
9000000,1100,Andheri,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
8500000,1135,Andheri,2,0,1,1,1,0,1,1,1,1,0,1,0,1,1
9000000,1060,Andheri,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
11500000,560,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12100000,1150,Andheri,2,1,1,1,1,0,1,1,0,1,0,0,0,1,1
11000000,1054,Andheri,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
27000000,1695,Andheri,3,1,1,1,1,0,1,1,1,1,0,1,0,1,1
21600000,1579,Andheri,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1
30200000,2153,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
41200000,1872,Andheri,4,1,1,1,1,0,1,1,1,1,1,0,0,1,1
30500000,1717,Andheri,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1
36700000,1675,Andheri,4,1,1,1,1,1,1,1,1,1,1,0,0,1,1
23800000,1672,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
20500000,1457,Andheri,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1
5500000,425,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000000,560,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32500000,1200,Andheri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8500000,575,Andheri,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
9000000,400,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500000,300,Andheri,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5500000,400,Andheri,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
8000000,650,Andheri,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
27500000,1600,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
11500000,860,Andheri,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
35900000,1320,Andheri,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1
42000000,1200,Andheri,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1
33100000,1320,Andheri,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1
106000000,2826,Andheri,3,0,0,1,1,0,1,0,0,0,1,0,0,0,1
101400000,2880,Andheri,3,0,0,1,1,0,0,0,0,0,1,0,0,0,1
32500000,997,Andheri,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0
18500000,1038,Andheri,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1
11000000,600,Andheri,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
9200000,400,Andheri,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
50100000,2800,Andheri,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0
33000000,1400,Andheri,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
34100000,1500,Andheri,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
21800000,1412,Andheri,3,0,1,1,1,0,0,0,1,1,1,1,1,0,0
21200000,1412,Andheri,3,0,1,1,1,0,0,0,1,1,1,1,1,0,0
3000000,545,Andheri,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11000000,585,Andheri,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
17900000,1000,Andheri,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
19500000,1050,Andheri,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
19500000,1014,Andheri,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0
16000000,900,Andheri,2,0,0,1,1,1,1,1,0,1,0,0,0,0,0
11500000,600,Andheri,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
10500000,700,Andheri,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
6400000,1550,Andheri,3,0,1,1,1,0,0,0,0,1,0,0,0,0,1
90000000,5245,Andheri,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1
